sentiment,message
2,"Hello,

I've been searching the store for Lord of the Rings but can't find it. It's a bestseller so I assume it has to be in stock right? How do I go about read a book?"
2,"Hi,

I am unhappy with your shopping cart. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?

"
4,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Best regards,
H.E. Pennypacker"
5,"Good afternoon,

Thank you for all your help so far, your staff have been a delight!

Thank you,
Remi Francis"
2,"Hello,

Even though I've cancelled my order through payments system you guys still charged my credit card. Can you please refund me the correct amount?

Thank you for all your help so far, your staff have been a delight!

Sincerely,
Remi Francis"
0,"Hi,

I have been waiting on hold now for 3 days. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about buy an item?"
4,"Good afternoon,

My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Regards,
H.E. Pennypacker"
0,"Hello,

What is wrong with your online store?! I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? If you don't fix this immediately I won't hesitate to report you to the company directors."
3,"Can you please close my account? I am moving to Brazil and won't have need of your service there.

Thanks,
Mary"
5,"Hello,

Can you please close my account? I am moving to Bahamas and won't have need of your service there.

Thanks,
Martin"
2,"To Whom It May Concern:

Why does your payments system have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you galahs otherwise I'm taking my business elsewhere!

Sincerely,
Walter Cronkite"
1,"I have been waiting on hold now for almost a year. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?

"
5,"To Whom It May Concern:

What's your return policy? I just bought Danielle Steel's Wanderlust for my nephew and he absolutely HATES it. Wondering if I can exchange it for Gullivers Travels.

A satisfied customer"
0,"What is wrong with your shopping cart?! I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of lousy douchebags.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!

Sincerely,
A very angry customer"
0,"To Whom It May Concern:

Why does your contact center have to be so damn complicated? All I want to do is read a book, is that really so hard? Fix it before I call the company directors."
3,"Can you please close my account? I am moving to Canada and won't have need of your service there.

Martin"
0,"I have been waiting on hold now for 3 days. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?

Martin"
3,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Please close my account, I have no further need of this service. I'm having a problem with your website. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Amber"
2,"Hello,

Your contact center is terrible. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right? If you don't fix this immediately I won't hesitate to report you to my mother-in-law.

Regards,
Pratap Chintoju"
2,"I have been waiting on hold now for 48 hours. Do you even answer your phones? You should really improve your contact center service, it blows! Could somebody please help me, I'm completely lost and don't know what to do next.

Thanks"
1,"

Why does your delivery system have to be so damn complicated? All I want to do is browse, is that really so hard? This time you've gone to far! You'll be hearing from my lawyer, you can count on it."
